ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
463341,Female,Yes,48,No,Engineer,1,Average,6,Cat_3,A
467036,Male,Yes,66,No,Lawyer,0,Low,1,Cat_6,B
459872,Male,Yes,68,No,Entertainment,4,Average,2,Cat_6,A
466972,Male,Yes,25,Yes,Artist,12,Low,2,Cat_6,A
465957,Female,No,46,Yes,Marketing,1,Low,1,Cat_6,D
465610,Female,No,42,Yes,Artist,8,Low,2,Cat_6,C
464632,Male,No,29,No,Entertainment,0,Low,8,Cat_4,D
464144,Male,Yes,60,Yes,Artist,0,Average,4,Cat_6,C
466321,Male,Yes,41,Yes,Entertainment,2,Low,2,Cat_4,C
465497,Male,No,25,No,Homemaker,14,Low,3,Cat_5,A
465740,Female,No,68,Yes,Doctor,1,Low,1,Cat_6,A
465816,Male,Yes,51,No,Executive,9,Average,3,Cat_4,A
465280,Female,Yes,37,Yes,Artist,0,Low,1,Cat_6,C
463028,Male,No,33,No,Doctor,1,Low,4,Cat_6,D
466208,Male,Yes,67,No,Executive,2,High,1,Cat_6,C
465312,Male,No,23,No,Healthcare,0,Low,4,Cat_6,D
464211,Male,Yes,50,Yes,Doctor,0,Average,3,Cat_2,B
467202,Male,Yes,22,No,Doctor,1,Low,4,Cat_6,A
463202,Male,No,33,No,Marketing,0,Low,3,Cat_3,D
467841,Female,No,18,No,Healthcare,2,Low,5,Cat_6,D
461434,Female,Yes,32,Yes,Executive,4,High,3,Cat_7,C
466340,Male,No,19,No,Healthcare,1,Low,3,Cat_4,D
465305,Male,Yes,66,No,Executive,1,Low,2,Cat_6,D
462226,Male,Yes,26,No,Artist,7,Low,4,Cat_4,A
466165,Female,No,49,Yes,Artist,0,Low,1,Cat_2,B
461486,Male,Yes,59,No,Entertainment,8,Average,3,Cat_6,C
465666,Female,No,35,Yes,Entertainment,9,Low,4,Cat_6,C
464379,Female,Yes,40,Yes,Engineer,12,Average,3,Cat_6,B
463972,Male,Yes,66,Yes,Artist,0,Low,4,Cat_2,C
467118,Male,Yes,55,Yes,Entertainment,1,Average,3,Cat_7,B
467920,Female,No,40,No,Engineer,8,Low,1,Cat_6,A
462947,Female,Yes,46,Yes,Artist,1,Low,1,Cat_6,B
467279,Female,No,25,Yes,Entertainment,8,Low,3,Cat_6,D
463368,Female,Yes,42,Yes,Artist,3,High,3,Cat_2,C
463692,Female,Yes,26,Yes,Healthcare,6,High,7,Cat_2,D
459438,Female,Yes,69,Yes,Artist,0,High,2,Cat_6,C
462369,Male,Yes,63,No,Entertainment,1,Average,5,Cat_6,C
460879,Female,No,27,Yes,Healthcare,0,Low,4,Cat_6,C
459345,Female,Yes,39,Yes,Artist,3,Low,1,Cat_6,B
462492,Male,Yes,36,No,Artist,1,Average,4,Cat_2,B
461506,Male,No,27,No,Doctor,1,Low,3,Cat_6,D
459701,Male,No,47,No,Artist,3,Low,3,Cat_5,B
461870,Female,Yes,45,Yes,Artist,0,Average,2,Cat_6,C
465306,Male,Yes,69,No,Executive,0,Average,4,Cat_2,D
467378,Female,Yes,56,Yes,Artist,1,Average,2,Cat_6,C
460883,Male,Yes,68,Yes,Artist,0,High,2,Cat_6,B
461096,Female,No,33,No,Engineer,9,Low,4,Cat_3,B
463390,Female,Yes,50,Yes,Artist,0,Average,2,Cat_3,C
465415,Male,No,31,No,Artist,0,Low,7,Cat_2,C
461855,Female,Yes,52,Yes,Artist,1,Average,2,Cat_6,C
465756,Male,No,23,No,Healthcare,1,Low,3,Cat_4,D
460461,Female,Yes,26,No,Homemaker,9,Average,2,Cat_3,A
467455,Female,No,37,Yes,Artist,8,Low,2,Cat_6,C
459741,Male,Yes,66,No,Lawyer,0,High,3,Cat_6,B
461884,Female,Yes,40,Yes,Artist,0,Low,2,Cat_6,B
467063,Male,Yes,53,Yes,Entertainment,1,Average,2,Cat_6,B
466347,Male,Yes,71,No,Executive,5,Low,3,Cat_4,B
463076,Female,No,51,Yes,Artist,0,Low,2,Cat_6,C
460396,Female,Yes,41,Yes,Entertainment,9,Low,1,Cat_7,D
465273,Female,No,35,Yes,Healthcare,9,Low,2,Cat_2,D
464859,Female,Yes,45,Yes,Artist,1,Average,3,Cat_6,B
463503,Male,Yes,33,Yes,Entertainment,1,Low,2,Cat_7,A
464092,Female,Yes,59,Yes,Artist,0,Average,5,Cat_6,C
459383,Male,Yes,36,No,Engineer,0,Low,1,Cat_6,D
465706,Female,Yes,46,Yes,Artist,1,Average,3,Cat_6,C
461436,Male,Yes,55,Yes,Artist,8,Average,2,Cat_2,C
465828,Female,No,29,No,Entertainment,9,Low,4,Cat_4,D
461736,Male,Yes,47,Yes,Entertainment,1,Average,4,Cat_6,C
466981,Female,Yes,53,No,Engineer,0,Low,3,Cat_5,A
461157,Male,No,37,No,Healthcare,0,Low,5,Cat_3,A
461971,Male,Yes,50,Yes,Entertainment,1,Average,4,Cat_3,B
467900,Female,No,37,No,Engineer,3,Low,1,Cat_6,A
461424,Male,Yes,63,No,Healthcare,0,Average,4,Cat_4,B
464862,Female,No,20,No,Engineer,8,Low,5,Cat_4,D
463906,Female,Yes,40,Yes,Engineer,0,Average,4,Cat_6,B
461542,Male,No,26,Yes,Artist,5,Low,1,Cat_1,B
463647,Female,No,38,Yes,Engineer,1,Low,1,Cat_6,A
463162,Male,Yes,38,Yes,Executive,0,High,6,Cat_6,A
463149,Male,Yes,60,Yes,Artist,3,Average,2,Cat_6,C
461809,Male,No,30,Yes,Doctor,3,Low,2,Cat_6,D
465325,Female,Yes,50,Yes,Artist,4,Low,2,Cat_6,B
466774,Male,Yes,78,Yes,Lawyer,0,Low,2,Cat_6,C
463816,Male,Yes,53,Yes,Healthcare,3,High,4,Cat_7,B
459535,Male,Yes,50,Yes,Artist,8,Average,2,Cat_6,C
459069,Male,Yes,25,Yes,Doctor,0,Average,2,Cat_6,A
461259,Male,No,59,Yes,Entertainment,0,Low,1,Cat_4,A
467428,Female,Yes,46,Yes,Entertainment,2,Average,2,Cat_6,B
463558,Female,Yes,88,Yes,Lawyer,1,Average,2,Cat_6,C
466656,Male,Yes,89,Yes,Marketing,1,High,2,Cat_6,C
460906,Female,Yes,89,Yes,Lawyer,1,High,3,Cat_6,A
459491,Female,Yes,39,Yes,Artist,1,Average,4,Cat_6,C
465471,Male,Yes,43,Yes,Artist,0,Low,1,Cat_6,B
466512,Female,No,22,No,Healthcare,1,Low,2,Cat_6,D
463476,Male,Yes,53,Yes,Artist,3,Average,3,Cat_6,B
463144,Male,Yes,45,Yes,Executive,1,High,3,Cat_6,C
463555,Female,No,31,Yes,Artist,0,Low,2,Cat_6,A
460754,Female,No,33,Yes,Homemaker,8,Low,1,Cat_6,A
461163,Female,Yes,60,No,Entertainment,9,Low,4,Cat_3,B
464620,Female,Yes,41,Yes,Artist,1,High,2,Cat_6,B
463707,Female,No,36,No,Artist,0,Low,1,Cat_5,B
463802,Female,No,39,Yes,Engineer,1,Low,3,Cat_6,B
464652,Female,Yes,25,No,Engineer,7,Average,2,Cat_4,D
462313,Male,Yes,55,Yes,Artist,1,Average,2,Cat_4,C
466529,Female,Yes,28,Yes,Doctor,0,Average,2,Cat_2,A
460758,Male,Yes,31,No,Executive,9,Average,2,Cat_6,A
466621,Male,Yes,66,Yes,Lawyer,0,Low,1,Cat_6,C
463331,Female,Yes,45,Yes,Artist,0,Low,3,Cat_6,C
467856,Male,Yes,59,Yes,Artist,1,Low,2,Cat_6,A
467845,Male,Yes,52,Yes,Entertainment,1,Low,2,Cat_6,C
459617,Male,No,31,Yes,Entertainment,0,Low,5,Cat_6,D
463957,Female,No,32,No,Entertainment,0,Low,3,Cat_4,C
460810,Female,Yes,89,No,Lawyer,1,High,2,Cat_6,D
463089,Male,Yes,51,Yes,Executive,7,High,4,Cat_6,C
465227,Male,No,23,No,Healthcare,6,Low,3,Cat_6,D
467320,Female,No,21,No,Healthcare,0,Low,4,Cat_2,D
460128,Male,Yes,25,Yes,Healthcare,8,Low,2,Cat_6,D
463948,Male,Yes,39,No,Executive,2,High,5,Cat_6,B
467014,Male,Yes,36,Yes,Executive,9,High,3,Cat_6,C
464680,Male,No,21,No,Healthcare,1,Low,5,Cat_4,D
461679,Male,No,28,Yes,Healthcare,4,Low,4,Cat_6,D
467723,Male,Yes,83,No,Executive,0,Low,7,Cat_6,D
463949,Male,Yes,51,No,Executive,0,High,4,Cat_7,B
462425,Male,No,35,Yes,Doctor,3,Low,1,Cat_6,A
462241,Female,No,28,No,Entertainment,1,Low,4,Cat_6,D
460000,Male,No,52,Yes,Entertainment,1,Low,1,Cat_3,A
463687,Female,No,31,No,Healthcare,0,Low,5,Cat_2,D
461804,Female,No,43,Yes,Artist,0,Low,1,Cat_6,A
466031,Female,No,30,No,Entertainment,6,Low,1,Cat_6,A
459194,Female,Yes,81,Yes,Lawyer,1,High,2,Cat_6,C
467763,Female,No,48,Yes,Artist,1,Low,1,Cat_2,B
462502,Male,No,39,No,Entertainment,0,Low,4,Cat_6,A
460703,Female,Yes,30,Yes,Engineer,8,Average,5,Cat_4,D
464464,Male,No,28,No,Healthcare,0,Low,4,Cat_2,C
467561,Male,Yes,61,Yes,Artist,1,Low,2,Cat_6,B
465138,Male,No,35,Yes,Entertainment,1,Low,3,Cat_3,A
464703,Male,Yes,40,No,Doctor,1,Average,5,Cat_4,A
463519,Female,Yes,58,Yes,Artist,0,Average,2,Cat_6,C
463269,Male,Yes,36,Yes,Entertainment,2,Average,2,Cat_3,A
461210,Female,No,38,Yes,Healthcare,0,Low,4,Cat_6,A
459214,Female,No,26,Yes,Engineer,0,Low,3,Cat_6,C
464659,Female,No,25,No,Engineer,1,Low,1,Cat_4,D
467331,Male,No,27,No,Healthcare,3,Low,4,Cat_6,D
465760,Female,No,43,Yes,Engineer,8,Low,2,Cat_4,A
459343,Female,Yes,40,Yes,Entertainment,12,Low,6,Cat_6,A
464726,Male,Yes,33,Yes,Executive,11,High,9,Cat_4,A
461785,Female,Yes,87,Yes,Artist,1,Average,2,Cat_6,C
464826,Male,No,23,No,Healthcare,6,Low,5,Cat_4,D
462109,Male,Yes,75,No,Lawyer,0,Low,1,Cat_6,D
466756,Male,Yes,60,Yes,Artist,0,Average,2,Cat_6,C
463383,Male,Yes,41,No,Executive,6,High,3,Cat_4,A
461504,Female,Yes,49,Yes,Artist,9,Low,2,Cat_6,B
460724,Male,No,30,Yes,Healthcare,1,Low,4,Cat_6,D
465640,Male,Yes,50,Yes,Artist,7,Average,2,Cat_6,C
459678,Male,No,21,No,Healthcare,0,Low,5,Cat_6,D
461312,Male,No,18,No,Healthcare,3,Low,3,Cat_2,D
465891,Female,Yes,28,Yes,Artist,8,Low,2,Cat_6,A
461220,Female,No,26,No,Executive,8,Low,3,Cat_6,D
460808,Male,No,42,Yes,Artist,1,Low,1,Cat_6,B
466579,Male,No,21,No,Marketing,0,Low,5,Cat_1,D
466855,Male,Yes,69,No,Entertainment,0,Low,5,Cat_3,A
465718,Female,Yes,49,Yes,Marketing,9,Low,2,Cat_6,C
464844,Female,No,31,Yes,Healthcare,1,Low,4,Cat_4,D
458988,Female,No,29,No,Marketing,2,Low,3,Cat_6,D
465221,Male,Yes,88,Yes,Artist,0,High,2,Cat_6,C
464278,Male,Yes,85,Yes,Executive,1,High,2,Cat_6,D
463521,Male,Yes,45,Yes,Executive,1,High,4,Cat_6,A
460328,Female,No,52,Yes,Artist,1,Low,2,Cat_6,A
465939,Female,No,32,Yes,Engineer,0,Low,2,Cat_6,D
463406,Male,No,33,No,Marketing,0,Low,4,Cat_3,C
463238,Male,No,22,No,Healthcare,0,Low,5,Cat_6,D
459750,Female,Yes,39,Yes,Engineer,0,Average,2,Cat_6,A
463442,Male,Yes,42,Yes,Executive,1,Low,2,Cat_6,D
466283,Female,Yes,62,Yes,Artist,0,High,2,Cat_6,B
463525,Female,Yes,40,No,Engineer,0,Low,3,Cat_6,A
464511,Male,Yes,52,Yes,Marketing,1,Low,3,Cat_3,D
467614,Male,Yes,35,No,Artist,4,Average,2,Cat_6,B
464136,Male,Yes,69,Yes,Artist,0,Average,3,Cat_6,A
462575,Male,Yes,50,No,Executive,1,High,4,Cat_6,B
461843,Female,Yes,50,Yes,Artist,0,High,2,Cat_3,C
464458,Male,No,46,Yes,Artist,1,Low,2,Cat_6,B
466393,Female,Yes,42,No,Entertainment,1,Low,6,Cat_3,B
460929,Male,Yes,50,Yes,Artist,0,Average,4,Cat_6,C
459212,Female,Yes,68,Yes,Artist,1,Average,2,Cat_6,C
461156,Male,No,22,No,Marketing,3,Low,6,Cat_3,D
464154,Female,Yes,47,Yes,Artist,1,Average,4,Cat_6,C
463106,Female,Yes,84,Yes,Lawyer,0,Low,1,Cat_6,B
461117,Female,No,30,Yes,Healthcare,0,Low,6,Cat_3,D
466503,Male,Yes,45,Yes,Artist,7,Average,5,Cat_6,B
459829,Male,Yes,53,Yes,Artist,3,High,3,Cat_7,D
463050,Male,Yes,49,Yes,Artist,0,Average,4,Cat_6,B
465612,Male,Yes,37,Yes,Artist,9,Average,2,Cat_6,C
461847,Male,Yes,41,No,Entertainment,0,Low,4,Cat_6,A
460982,Male,Yes,77,No,Lawyer,1,High,2,Cat_6,A
460597,Female,No,20,No,Marketing,1,Low,2,Cat_3,D
466263,Male,No,53,Yes,Artist,0,Low,2,Cat_4,C
465275,Male,No,27,Yes,Healthcare,1,Low,5,Cat_6,D
462218,Male,Yes,53,No,Executive,0,Average,5,Cat_4,B
467443,Male,No,32,No,Healthcare,7,Low,4,Cat_3,A
463644,Female,No,27,Yes,Healthcare,1,Low,3,Cat_7,D
465489,Female,No,50,Yes,Engineer,1,Low,5,Cat_6,A
459736,Female,Yes,28,Yes,Artist,0,Low,2,Cat_6,A
459847,Female,Yes,49,Yes,Artist,1,Average,5,Cat_6,C
465856,Male,Yes,41,Yes,Artist,11,High,2,Cat_6,A
464174,Female,No,43,Yes,Engineer,0,Low,4,Cat_6,D
460804,Female,No,30,Yes,Artist,0,Low,5,Cat_2,A
467929,Female,Yes,42,Yes,Artist,1,Average,2,Cat_6,C
465391,Female,Yes,72,Yes,Lawyer,0,High,2,Cat_6,A
459851,Male,No,53,Yes,Artist,3,Low,1,Cat_6,B
467765,Male,Yes,28,No,Entertainment,9,High,4,Cat_6,D
460710,Female,Yes,38,Yes,Artist,0,Average,3,Cat_6,A
467214,Male,No,26,No,Engineer,0,Low,4,Cat_3,D
459050,Female,No,19,No,Healthcare,0,Low,3,Cat_6,D
462576,Female,No,21,No,Healthcare,9,Low,4,Cat_3,D
465846,Female,No,40,Yes,Artist,5,Low,1,Cat_6,A
465087,Male,No,29,Yes,Doctor,1,Low,4,Cat_6,B
460797,Male,Yes,47,Yes,Artist,4,Low,1,Cat_3,A
460552,Male,Yes,61,Yes,Artist,0,Low,2,Cat_3,C
466486,Female,Yes,43,Yes,Doctor,9,Low,2,Cat_4,A
459597,Female,Yes,71,Yes,Artist,1,High,2,Cat_6,C
462829,Male,Yes,29,No,Executive,1,Average,3,Cat_6,D
467560,Female,Yes,73,Yes,Lawyer,1,Low,2,Cat_6,B
464937,Male,Yes,50,Yes,Artist,0,Low,2,Cat_4,D
460220,Female,No,37,Yes,Entertainment,1,Low,2,Cat_2,D
459800,Female,No,37,No,Engineer,0,Low,1,Cat_6,D
465271,Male,Yes,47,No,Executive,0,High,5,Cat_6,B
467184,Male,Yes,51,No,Engineer,0,Average,3,Cat_6,D
465515,Female,Yes,47,Yes,Artist,1,High,6,Cat_6,B
467353,Male,Yes,26,No,Artist,3,Low,2,Cat_6,A
462055,Male,No,33,Yes,Healthcare,0,Low,7,Cat_4,A
459974,Male,No,37,Yes,Entertainment,0,Low,1,Cat_6,A
460324,Female,No,33,Yes,Entertainment,12,Low,2,Cat_6,A
467229,Female,No,29,Yes,Healthcare,0,Low,4,Cat_6,C
464328,Male,Yes,84,No,Lawyer,1,High,2,Cat_6,B
463782,Female,No,29,Yes,Artist,8,Low,1,Cat_6,A
462892,Male,Yes,33,No,Healthcare,8,Average,3,Cat_6,C
463262,Female,Yes,70,No,Lawyer,3,High,2,Cat_6,A
459856,Male,Yes,50,No,Entertainment,1,Average,3,Cat_6,B
460240,Male,Yes,45,Yes,Artist,3,Low,1,Cat_6,C
465817,Male,Yes,56,No,Executive,0,Low,2,Cat_4,A
467224,Female,No,19,No,Entertainment,0,Low,4,Cat_6,D
461441,Male,Yes,58,Yes,Artist,1,Average,4,Cat_6,C
467147,Male,No,45,Yes,Entertainment,0,Low,1,Cat_6,A
463942,Male,No,26,No,Healthcare,0,Low,4,Cat_4,D
463592,Female,No,27,Yes,Engineer,11,Low,1,Cat_6,B
465852,Male,Yes,39,Yes,Doctor,1,Low,2,Cat_4,B
459242,Male,Yes,65,Yes,Executive,0,Low,4,Cat_6,B
460178,Male,Yes,50,Yes,Entertainment,1,Low,2,Cat_6,A
460204,Male,Yes,41,Yes,Artist,4,Low,4,Cat_6,A
460089,Female,Yes,65,Yes,Artist,13,Low,1,Cat_6,B
465105,Male,Yes,69,No,Executive,9,Average,2,Cat_6,B
459698,Male,Yes,60,Yes,Artist,1,Low,2,Cat_6,A
464585,Male,Yes,66,Yes,Lawyer,1,High,2,Cat_4,C
467708,Female,No,42,Yes,Healthcare,8,Low,1,Cat_7,D
463599,Female,No,31,No,Healthcare,10,Low,2,Cat_3,C
461950,Female,No,40,Yes,Healthcare,1,Low,1,Cat_2,D
463358,Female,Yes,62,Yes,Doctor,4,Average,3,Cat_6,B
465484,Female,Yes,57,Yes,Artist,0,Low,2,Cat_6,B
462408,Male,No,32,Yes,Artist,1,Low,2,Cat_6,A
460048,Male,No,47,Yes,Doctor,1,Low,1,Cat_6,B
466555,Male,No,18,No,Healthcare,1,Low,3,Cat_6,D
460430,Male,No,32,No,Doctor,12,Low,4,Cat_6,D
465450,Female,No,26,Yes,Healthcare,0,Low,3,Cat_6,D
462247,Female,Yes,42,No,Artist,1,High,4,Cat_6,B
459071,Male,No,28,Yes,Healthcare,5,Low,4,Cat_6,C
467629,Male,Yes,50,Yes,Artist,1,Low,1,Cat_6,B
463617,Male,No,29,No,Marketing,1,Low,2,Cat_6,D
459926,Female,Yes,71,Yes,Artist,1,Average,2,Cat_6,C
464840,Male,No,18,No,Healthcare,0,Low,4,Cat_4,D
467852,Female,No,41,Yes,Artist,10,Low,1,Cat_6,B
463575,Female,No,28,Yes,Entertainment,0,Low,3,Cat_6,D
462146,Male,Yes,69,Yes,Lawyer,0,High,4,Cat_6,C
460429,Female,No,32,Yes,Engineer,9,Low,1,Cat_6,A
462653,Male,Yes,48,Yes,Executive,0,Average,4,Cat_4,A
463656,Male,Yes,53,Yes,Doctor,0,Low,3,Cat_6,A
460267,Female,No,27,Yes,Healthcare,1,Low,9,Cat_6,C
462013,Female,Yes,57,Yes,Executive,0,Average,2,Cat_6,C
465131,Female,Yes,87,No,Lawyer,0,Low,1,Cat_6,C
461748,Male,No,27,Yes,Healthcare,1,Low,5,Cat_6,D
464112,Male,No,28,Yes,Doctor,1,Low,2,Cat_6,D
461861,Female,No,26,Yes,Healthcare,1,Low,5,Cat_4,C
462380,Female,Yes,53,No,Artist,1,High,4,Cat_6,A
463441,Male,Yes,42,Yes,Artist,8,High,4,Cat_6,C
459192,Male,Yes,35,Yes,Artist,3,Average,3,Cat_6,C
460205,Male,Yes,55,Yes,Artist,4,Low,2,Cat_6,B
467609,Male,No,36,No,Artist,2,Low,4,Cat_6,A
467186,Male,Yes,38,Yes,Entertainment,2,Average,3,Cat_3,B
464355,Male,Yes,47,Yes,Executive,1,High,4,Cat_6,C
464057,Male,No,32,Yes,Marketing,0,Low,5,Cat_6,B
465739,Female,No,87,No,Lawyer,1,Low,2,Cat_6,A
465011,Male,Yes,66,Yes,Executive,3,High,2,Cat_6,C
465490,Female,Yes,35,Yes,Artist,0,Average,5,Cat_4,C
459858,Female,No,31,No,Healthcare,8,Low,4,Cat_6,D
467342,Female,No,33,Yes,Artist,1,Low,2,Cat_6,C
465354,Male,No,18,No,Doctor,0,Low,5,Cat_2,C
463177,Male,No,41,Yes,Entertainment,7,Low,2,Cat_1,D
465771,Male,Yes,52,Yes,Entertainment,1,Average,4,Cat_6,B
462552,Male,No,31,Yes,Artist,1,Low,2,Cat_6,A
466195,Male,No,19,No,Healthcare,1,Low,4,Cat_6,D
464376,Male,Yes,58,Yes,Artist,2,Low,1,Cat_6,A
463868,Male,Yes,51,No,Engineer,1,Average,7,Cat_4,B
463115,Male,Yes,36,Yes,Homemaker,5,Low,1,Cat_6,D
463769,Male,Yes,63,No,Executive,0,High,4,Cat_6,B
465969,Female,No,28,Yes,Doctor,12,Low,2,Cat_7,D
462449,Male,No,19,No,Healthcare,1,Low,3,Cat_6,D
463932,Female,Yes,72,Yes,Artist,1,Average,3,Cat_6,B
463542,Female,Yes,27,No,Artist,6,High,5,Cat_2,A
461573,Female,No,40,Yes,Engineer,1,Low,5,Cat_6,C
467941,Female,No,27,Yes,Doctor,1,Low,3,Cat_6,A
464955,Female,Yes,38,No,Engineer,1,Average,6,Cat_4,B
462196,Male,Yes,56,No,Marketing,1,Average,3,Cat_4,B
459296,Male,Yes,70,Yes,Artist,1,Average,2,Cat_6,C
462072,Male,No,39,Yes,Artist,0,Low,1,Cat_6,A
460401,Female,No,27,Yes,Artist,0,Low,3,Cat_7,A
465022,Female,Yes,72,Yes,Lawyer,0,High,2,Cat_6,C
465074,Male,No,25,Yes,Artist,1,Low,4,Cat_6,A
462243,Male,Yes,43,No,Executive,1,Low,4,Cat_6,A
466154,Female,Yes,45,Yes,Artist,1,Average,5,Cat_3,B
467141,Male,Yes,50,Yes,Artist,1,Low,3,Cat_6,A
463172,Male,Yes,32,No,Entertainment,2,Low,2,Cat_3,A
463941,Female,No,32,No,Artist,1,Low,6,Cat_4,D
467678,Male,No,56,No,Marketing,1,Low,2,Cat_6,D
463108,Male,Yes,59,Yes,Lawyer,7,High,2,Cat_6,A
461636,Male,No,46,Yes,Artist,3,Low,1,Cat_6,C
460762,Female,No,18,No,Healthcare,0,Low,5,Cat_4,D
467910,Female,No,21,No,Doctor,1,Low,3,Cat_7,A
464529,Male,No,45,Yes,Artist,9,Low,1,Cat_6,D
459105,Male,Yes,39,Yes,Executive,5,High,3,Cat_6,C
464737,Female,Yes,58,No,Engineer,0,Average,6,Cat_4,A
462429,Male,Yes,76,No,Lawyer,0,Low,1,Cat_6,A
465637,Female,No,41,Yes,Artist,1,Low,1,Cat_4,D
460805,Male,No,36,Yes,Healthcare,8,Low,4,Cat_2,A
459310,Male,No,38,Yes,Entertainment,1,Low,2,Cat_2,D
465195,Male,Yes,53,Yes,Executive,1,High,3,Cat_6,B
460545,Male,Yes,83,No,Lawyer,0,High,3,Cat_3,D
464675,Female,Yes,41,No,Doctor,0,Average,9,Cat_4,D
460202,Male,Yes,42,Yes,Entertainment,1,Low,2,Cat_6,D
464968,Male,No,43,No,Executive,0,Low,5,Cat_6,A
466301,Male,Yes,50,Yes,Artist,0,Average,3,Cat_2,C
464514,Male,Yes,42,Yes,Artist,0,Average,3,Cat_7,A
466182,Female,No,41,Yes,Artist,2,Low,1,Cat_6,C
467770,Female,Yes,48,Yes,Artist,9,High,4,Cat_3,C
466561,Female,No,19,No,Healthcare,3,Low,3,Cat_6,D
461471,Female,Yes,73,Yes,Artist,1,Average,2,Cat_6,C
463232,Female,No,23,No,Healthcare,2,Low,5,Cat_6,D
462436,Male,No,32,Yes,Healthcare,0,Low,3,Cat_6,D
466791,Male,Yes,88,No,Lawyer,1,Low,1,Cat_6,A
467922,Male,Yes,84,Yes,Entertainment,0,High,2,Cat_6,D
461953,Male,Yes,33,No,Healthcare,11,High,2,Cat_6,D
460968,Male,Yes,30,No,Doctor,11,Average,2,Cat_3,A
467584,Male,Yes,52,No,Doctor,1,Average,4,Cat_6,B
461180,Male,No,28,No,Entertainment,0,Low,3,Cat_3,D
467478,Female,Yes,39,Yes,Artist,0,Average,4,Cat_6,C
466660,Male,No,22,No,Healthcare,1,Low,4,Cat_6,D
461976,Female,Yes,37,Yes,Entertainment,5,Average,2,Cat_3,B
459725,Female,Yes,35,Yes,Artist,1,Low,2,Cat_6,B
462370,Male,Yes,35,Yes,Executive,4,High,3,Cat_6,B
459737,Female,Yes,81,Yes,Lawyer,8,High,2,Cat_6,C
464669,Female,Yes,42,No,Engineer,0,Low,4,Cat_4,D
467305,Female,Yes,38,Yes,Homemaker,8,Average,3,Cat_6,B
459947,Female,No,37,Yes,Artist,3,Low,1,Cat_6,B
460896,Male,No,43,Yes,Artist,0,Low,1,Cat_3,A
464890,Female,No,33,No,Engineer,0,Low,7,Cat_4,A
459690,Female,No,43,Yes,Artist,1,Low,1,Cat_6,A
464592,Female,No,43,Yes,Artist,1,Low,1,Cat_6,A
465669,Female,Yes,37,No,Entertainment,2,Average,4,Cat_4,A
459380,Male,Yes,62,Yes,Artist,1,Low,1,Cat_6,A
467933,Female,No,23,No,Healthcare,1,Low,3,Cat_6,D
466697,Female,No,31,No,Marketing,0,Low,3,Cat_6,D
460225,Female,Yes,78,Yes,Lawyer,3,High,2,Cat_6,C
464600,Female,No,55,Yes,Artist,0,Low,1,Cat_6,B
463715,Female,No,32,No,Artist,3,Low,4,Cat_6,C
459245,Female,Yes,38,No,Engineer,0,Average,4,Cat_6,B
461452,Female,No,31,Yes,Doctor,0,Low,4,Cat_3,A
459028,Male,Yes,57,Yes,Executive,1,High,3,Cat_6,C
465586,Male,Yes,72,No,Artist,1,Low,1,Cat_6,B
467346,Male,Yes,37,Yes,Artist,1,Average,3,Cat_6,C
467859,Male,Yes,39,Yes,Doctor,6,Average,2,Cat_3,C
465319,Male,No,19,No,Healthcare,0,Low,5,Cat_6,D
462688,Female,Yes,29,Yes,Healthcare,8,Low,3,Cat_3,D
461936,Male,Yes,72,No,Lawyer,0,High,2,Cat_6,B
464193,Female,Yes,36,Yes,Doctor,13,Low,2,Cat_6,B
465247,Male,No,18,No,Healthcare,6,Low,7,Cat_6,D
464738,Female,Yes,66,No,Engineer,0,Average,2,Cat_4,A
464111,Male,Yes,57,Yes,Artist,0,Average,3,Cat_2,D
465967,Male,Yes,36,No,Doctor,6,Low,3,Cat_6,A
460856,Male,Yes,42,Yes,Artist,0,Average,3,Cat_3,C
467248,Female,Yes,86,Yes,Lawyer,0,High,2,Cat_6,C
460908,Male,No,20,No,Healthcare,7,Low,3,Cat_6,D
459973,Female,No,50,Yes,Artist,0,Low,2,Cat_6,A
467283,Male,Yes,48,Yes,Artist,1,Average,3,Cat_2,C
461091,Female,Yes,37,Yes,Artist,3,Average,3,Cat_3,B
465645,Female,No,36,Yes,Artist,9,Low,2,Cat_6,C
464044,Female,No,40,Yes,Entertainment,1,Low,3,Cat_6,B
466524,Female,Yes,46,Yes,Artist,0,Low,1,Cat_3,B
461996,Female,No,35,No,Artist,5,Low,4,Cat_6,C
459068,Female,No,33,Yes,Healthcare,2,Low,2,Cat_6,A
462614,Male,Yes,51,No,Entertainment,1,Average,5,Cat_4,D
461473,Female,Yes,41,Yes,Artist,3,Average,3,Cat_6,C
460003,Male,No,49,Yes,Doctor,5,Low,1,Cat_6,D
464857,Male,No,18,No,Healthcare,6,Low,4,Cat_4,D
463031,Female,Yes,38,Yes,Artist,1,Average,4,Cat_6,B
467413,Female,Yes,75,Yes,Lawyer,2,High,4,Cat_6,B
464350,Female,Yes,86,Yes,Lawyer,0,High,2,Cat_6,C
465233,Male,Yes,57,Yes,Artist,0,Average,4,Cat_6,B
464507,Male,Yes,53,Yes,Artist,0,High,3,Cat_6,C
459515,Male,Yes,58,Yes,Engineer,0,Low,1,Cat_6,D
466601,Male,Yes,40,Yes,Artist,1,Average,2,Cat_4,C
